lat,lon,radius_km,
41.009,-6.433,1,
58.203,-6.375,1,
41.7,-6.352,1,
39.479,-6.342,1,
42.939,-6.325,1,
38.252,-6.306,1,
49.915,-6.296,1,
54.856,-6.259,1,
53.55,-6.207,1,
36.71,-6.118,1,
42.457,-6.055,1,
42.074,-6.014,1,
54.404,-5.901,1,
56.91,-5.849,1,
36.35,-5.819,1,
39.006,-5.801,1,
41.507,-5.739,1,
40.547,-5.678,1,
42.588,-5.651,1,
36.845,-5.622,1,
55.425,-5.602,1,
39.973,-5.602,1,
37.289,-5.504,1,
40.945,-5.496,1,
57.42,-5.464,1,
56.014,-5.446,1,
56.451,-5.441,1,
41.522,-5.391,1,
50.218,-5.327,1,
42.168,-5.264,1,
40.902,-5.202,1,
49.969,-5.188,1,
57.906,-5.166,1,
40.207,-5.083,1,
51.689,-5.079,1,
58.459,-5.052,1,
42.976,-5.006,1,
38.38,-4.977,1,
50.541,-4.937,1,
55.243,-4.858,1,
39.957,-4.851,1,
37.857,-4.793,1,
40.969,-4.758,1,
42.52,-4.743,1,
52.789,-4.741,1,
37.916,-4.721,1,
54.867,-4.712,1,
41.703,-4.708,1,
57.136,-4.688,1,
41.286,-4.684,1,
40.664,-4.678,1,
53.318,-4.642,1,
42.008,-4.558,1,
37.028,-4.537,1,
48.38,-4.497,1,
41.29,-4.324,1,
56.455,-4.321,1,
55.854,-4.296,1,
39.221,-4.276,1,
57.486,-4.219,1,
51.057,-4.2,1,
38.714,-4.171,1,
50.416,-4.126,1,
40.949,-4.12,1,
48.509,-4.106,1,
51.603,-4.068,1,
54.84,-4.047,1,
42.516,-4.011,1,
47.975,-4,1,
48.221,-3.996,1,
52.589,-3.852,1,
37.192,-3.778,1,
42.027,-3.757,1,
55.627,-3.736,1,
58.582,-3.725,1,
50.203,-3.72,1,
42.347,-3.687,1,
58.115,-3.649,1,
54.491,-3.607,1,
42.941,-3.484,1,
53.251,-3.48,1,
41.279,-3.48,1,
50.613,-3.41,1,
57.007,-3.396,1,
38.782,-3.394,1,
51.953,-3.382,1,
39.003,-3.37,1,
38.025,-3.363,1,
55.928,-3.344,1,
48.747,-3.253,1,
55.312,-3.207,1,
39.975,-3.187,1,
42.874,-3.174,1,
51.531,-3.107,1,
40.525,-3.089,1,
51.023,-3.079,1,
41.588,-3.068,1,
53.777,-3.035,1,
41.985,-3.034,1,
39.585,-3.033,1,
47.667,-3.029,1,
48.035,-2.964,1,
57.676,-2.961,1,
42.436,-2.945,1,
54.895,-2.938,1,
42.68,-2.938,1,
42.517,-2.929,1,
58.953,-2.902,1,
52.243,-2.886,1,
56.464,-2.877,1,
42.769,-2.831,1,
52.718,-2.716,1,
54.502,-2.685,1,
39.878,-2.672,1,
53.345,-2.64,1,
51.345,-2.623,1,
41.762,-2.471,1,
50.522,-2.457,1,
55.596,-2.44,1,
37.952,-2.435,1,
47.537,-2.403,1,
53.096,-2.394,1,
48.593,-2.354,1,
57.245,-2.329,1,
54.076,-2.309,1,
51.739,-2.301,1,
55.285,-2.28,1,
41.216,-2.274,1,
53.512,-2.235,1,
52.252,-2.198,1,
52.88,-2.189,1,
51.205,-2.182,1,
55.899,-2.129,1,
57.694,-2.003,1,
53.128,-1.981,1,
43.322,-1.932,1,
41.849,-1.931,1,
53.229,-1.92,1,
50.776,-1.911,1,
37.416,-1.889,1,
39.032,-1.888,1,
37.238,-1.855,1,
46.835,-1.838,1,
48.158,-1.819,1,
52.71,-1.814,1,
52.448,-1.75,1,
47.483,-1.749,1,
39.442,-1.739,1,
54.372,-1.725,1,
48.553,-1.725,1,
38.547,-1.702,1,
55.213,-1.686,1,
37.643,-1.682,1,
43.395,-1.682,1,
53.8,-1.664,1,
54.979,-1.617,1,
37.707,-1.613,1,
51.404,-1.514,1,
38.038,-1.504,1,
52.196,-1.481,1,
49.478,-1.475,1,
50.938,-1.47,1,
47.681,-1.453,1,
51.149,-1.438,1,
43.514,-1.433,1,
48.103,-1.4,1,
53.483,-1.38,1,
40.773,-1.344,1,
52.359,-1.331,1,
51.824,-1.289,1,
47.126,-1.28,1,
50.65,-1.213,1,
41.36,-1.21,1,
60.138,-1.184,1,
48.596,-1.179,1,
42.107,-1.152,1,
40.35,-1.124,1,
37.723,-1.112,1,
38.61,-1.102,1,
54.162,-1.1,1,
52.879,-1.078,1,
46.472,-1.045,1,
46.862,-1.033,1,
51.995,-1.017,1,
43.316,-1.014,1,
49.046,-1.002,1,
37.597,-0.974,1,
37.682,-0.948,1,
51.301,-0.905,1,
45.826,-0.88,1,
54.563,-0.863,1,
51.719,-0.829,1,
44.402,-0.818,1,
45.212,-0.751,1,
48.061,-0.734,1,
38.376,-0.726,1,
42.557,-0.712,1,
49.266,-0.685,1,
52.307,-0.625,1,
51.677,-0.559,1,
48.738,-0.551,1,
45.963,-0.542,1,
50.95,-0.529,1,
53.25,-0.52,1,
53.736,-0.505,1,
38.899,-0.497,1,
47.31,-0.446,1,
42.124,-0.397,1,
54.253,-0.38,1,
43.331,-0.362,1,
51.425,-0.344,1,
47.594,-0.339,1,
49.065,-0.291,1,
52.584,-0.263,1,
46.269,-0.226,1,
44.9,-0.212,1,
46.996,-0.207,1,
51.902,-0.178,1,
52.185,-0.112,1,
43.75,-0.092,1,
51.101,0.008,1,
51.545,0.01,1,
44.52,0.114,1,
53.649,0.116,1,
43.207,0.121,1,
47.28,0.125,1,
48.208,0.132,1,
45.893,0.196,1,
41.83,0.313,1,
41.519,0.326,1,
50.867,0.336,1,
45.264,0.337,1,
53.142,0.347,1,
43.946,0.361,1,
46.222,0.37,1,
44.253,0.378,1,
52.267,0.415,1,
46.749,0.479,1,
51.304,0.483,1,
40.821,0.492,1,
44.835,0.493,1,
49.763,0.519,1,
47.57,0.666,1,
48.331,0.7,1,
51.555,0.827,1,
49.232,0.835,1,
41.636,0.886,1,
47.977,0.893,1,
42.173,0.896,1,
43.623,0.905,1,
43.348,0.916,1,
51.916,0.962,1,
50.927,0.976,1,
47.14,0.989,1,
46.627,1.051,1,
52.945,1.13,1,
45.548,1.205,1,
45.115,1.222,1,
48.575,1.233,1,
49.899,1.256,1,
41.304,1.262,1,
41.872,1.305,1,
47.68,1.329,1,
51.392,1.383,1,
47.283,1.383,1,
44.06,1.407,1,
43.561,1.481,1,
46.238,1.534,1,
52.153,1.603,1,
48.276,1.621,1,
49.301,1.625,1,
43.091,1.628,1,
49.867,1.712,1,
47.294,1.72,1,
52.576,1.732,1,
48.861,1.743,1,
44.763,1.76,1,
43.71,1.816,1,
41.405,2.004,1,
46.956,2.013,1,
50.504,2.037,1,
47.848,2.045,1,
43.631,2.096,1,
45.863,2.154,1,
48.454,2.16,1,
43.928,2.201,1,
48.289,2.213,1,
50.122,2.232,1,
49.564,2.233,1,
41.946,2.265,1,
43.211,2.327,1,
49.053,2.452,1,
44.756,2.507,1,
44.367,2.572,1,
46.889,2.59,1,
50.863,2.741,1,
50.287,2.808,1,
47.82,2.83,1,
47.339,2.86,1,
43.959,2.872,1,
48.169,2.893,1,
49.648,2.922,1,
50.906,3.014,1,
49.029,3.026,1,
45.04,3.072,1,
51.275,3.115,1,
42.038,3.125,1,
50.065,3.197,1,
45.557,3.25,1,
45.939,3.252,1,
48.545,3.288,1,
47.742,3.291,1,
43.387,3.312,1,
49.391,3.343,1,
50.934,3.4,1,
47.005,3.402,1,
50.759,3.445,1,
51.341,3.485,1,
44.537,3.507,1,
50.595,3.512,1,
46.366,3.528,1,
50.987,3.58,1,
51.443,3.597,1,
47.997,3.616,1,
49.906,3.648,1,
45.107,3.748,1,
46.209,3.794,1,
51.507,3.872,1,
47.499,3.926,1,
49.013,4.036,1,
46.471,4.056,1,
44.107,4.091,1,
50.409,4.107,1,
48.527,4.184,1,
51.88,4.197,1,
50.948,4.245,1,
46.975,4.306,1,
49.502,4.355,1,
50.798,4.359,1,
51.986,4.388,1,
43.852,4.402,1,
50.541,4.462,1,
48.24,4.481,1,
52.042,4.546,1,
47.871,4.579,1,
44.717,4.594,1,
50.095,4.595,1,
51.54,4.61,1,
48.722,4.618,1,
51.304,4.629,1,
47.443,4.665,1,
45.828,4.667,1,
50.345,4.697,1,
52.303,4.727,1,
49.264,4.74,1,
51.16,4.793,1,
44.161,4.793,1,
45.394,4.809,1,
53.075,4.888,1,
45.726,4.938,1,
50.535,4.978,1,
46.908,4.98,1,
44.901,5.004,1,
52.842,5.015,1,
50.779,5.075,1,
51.861,5.076,1,
46.465,5.077,1,
45.885,5.088,1,
52.211,5.195,1,
49.482,5.206,1,
53.363,5.219,1,
50.69,5.245,1,
47.221,5.248,1,
45.389,5.271,1,
51.318,5.339,1,
43.279,5.354,1,
43.585,5.373,1,
53.127,5.485,1,
48.509,5.508,1,
48.9,5.525,1,
52.006,5.637,1,
47.868,5.641,1,
52.566,5.653,1,
51.609,5.667,1,
44.816,5.682,1,
46.85,5.689,1,
51.25,5.723,1,
49.407,5.745,1,
43.824,5.798,1,
52.173,5.818,1,
47.271,5.822,1,
50.036,5.884,1,
50.895,5.893,1,
51.578,5.929,1,
47.247,5.989,1,
51.286,6.012,1,
43.409,6.033,1,
53.006,6.051,1,
51.417,6.063,1,
52.38,6.098,1,
46.457,6.273,1,
45.635,6.329,1,
46.316,6.33,1,
53.359,6.33,1,
51.944,6.408,1,
50.955,6.436,1,
49.179,6.473,1,
47.751,6.494,1,
47.208,6.528,1,
46.766,6.563,1,
52.347,6.574,1,
51.742,6.592,1,
48.069,6.599,1,
52.023,6.659,1,
53.579,6.666,1,
51.099,6.719,1,
49.001,6.839,1,
52.493,6.88,1,
50.189,6.914,1,
43.755,6.921,1,
52.869,6.942,1,
52.709,6.943,1,
46.277,6.959,1,
53.192,6.994,1,
53.388,7.048,1,
46.968,7.189,1,
47.547,7.324,1,
49.868,7.334,1,
48.613,7.497,1,
49.356,7.521,1,
53.632,7.618,1,
44.657,7.724,1,
47.201,7.761,1,
47.994,7.788,1,
54.174,7.893,1,
50.963,7.902,1,
48.933,7.944,1,
48.72,7.995,1,
52.486,8.026,1,
46.661,8.053,1,
52.847,8.088,1,
53.033,8.162,1,
45.443,8.232,1,
47.433,8.244,1,
52.64,8.244,1,
49.66,8.253,1,
56.545,8.284,1,
54.811,8.291,1,
51.573,8.312,1,
56.348,8.368,1,
46.963,8.386,1,
56.733,8.403,1,
49.011,8.411,1,
55.959,8.49,1,
47.914,8.568,1,
48.952,8.58,1,
55.808,8.617,1,
55.548,8.655,1,
48.275,8.656,1,
53.23,8.665,1,
44.919,8.688,1,
53.813,8.711,1,
56.257,8.79,1,
47.526,8.812,1,
55.06,8.822,1,
54.799,8.834,1,
52.877,8.865,1,
55.333,8.867,1,
49.863,8.917,1,
44.419,8.921,1,
45.453,8.925,1,
50.427,8.946,1,
56.708,8.981,1,
53.058,9.034,1,
54.492,9.062,1,
56.495,9.066,1,
41.518,9.095,1,
39.228,9.11,1,
45.205,9.216,1,
51.609,9.262,1,
53.544,9.317,1,
56.169,9.335,1,
55.483,9.352,1,
57.119,9.363,1,
51.181,9.372,1,
42.023,9.41,1,
47.04,9.438,1,
50.646,9.514,1,
52.338,9.545,1,
47.39,9.58,1,
52.871,9.637,1,
45.428,9.644,1,
49.453,9.655,1,
54.969,9.668,1,
49.697,9.697,1,
44.947,9.738,1,
54.589,9.748,1,
48.251,9.756,1,
49.11,9.786,1,
47.88,9.794,1,
51.785,9.799,1,
57.005,9.813,1,
55.925,9.83,1,
56.522,9.921,1,
57.359,9.951,1,
55.4,9.994,1,
48.629,10.004,1,
52.824,10.082,1,
57.33,10.16,1,
50.117,10.19,1,
56.588,10.192,1,
51.563,10.194,1,
42.753,10.211,1,
52.316,10.269,1,
53.94,10.27,1,
44.815,10.303,1,
45.305,10.322,1,
57.421,10.466,1,
55.104,10.517,1,
50.94,10.532,1,
48.601,10.543,1,
55.204,10.561,1,
55.834,10.562,1,
49.29,10.564,1,
53.266,10.627,1,
47.922,10.657,1,
43.075,10.683,1,
48.894,10.695,1,
51.493,10.738,1,
44.931,10.894,1,
51.864,10.978,1,
49.972,11.028,1,
53.807,11.052,1,
50.878,11.121,1,
54.833,11.127,1,
46.012,11.127,1,
50.22,11.132,1,
45.286,11.143,1,
58.937,11.181,1,
58.353,11.218,1,
48.085,11.278,1,
55.411,11.379,1,
44.579,11.385,1,
48.323,11.413,1,
52.661,11.559,1,
45.578,11.589,1,
57.777,11.616,1,
44.815,11.627,1,
49.237,11.666,1,
51.384,11.789,1,
47.391,11.802,1,
55.279,11.806,1,
53.979,11.875,1,
54.864,11.894,1,
59.32,11.916,1,
50.387,11.931,1,
48.767,11.97,1,
53.485,11.972,1,
58.693,12.035,1,
45.063,12.052,1,
52.12,12.074,1,
44.214,12.079,1,
54.17,12.101,1,
55.919,12.13,1,
44.77,12.159,1,
47.855,12.18,1,
45.701,12.183,1,
41.887,12.19,1,
49.483,12.19,1,
43.411,12.232,1,
53.02,12.319,1,
55.308,12.324,1,
50.325,12.348,1,
45.431,12.354,1,
43.077,12.364,1,
50.067,12.391,1,
52.822,12.399,1,
48.256,12.41,1,
50.836,12.468,1,
41.893,12.493,1,
54.157,12.567,1,
42.544,12.604,1,
48.883,12.616,1,
49.224,12.676,1,
57.968,12.693,1,
46.825,12.819,1,
56.428,12.848,1,
55.414,12.858,1,
41.479,12.865,1,
57.715,12.891,1,
51.613,12.916,1,
46.557,12.974,1,
51.155,13.06,1,
53.624,13.063,1,
52.379,13.066,1,
56.96,13.074,1,
43.725,13.093,1,
47.803,13.11,1,
52.689,13.12,1,
47.325,13.169,1,
58.664,13.192,1,
49.885,13.263,1,
38.092,13.325,1,
50.893,13.344,1,
42.368,13.35,1,
48.405,13.384,1,
53.943,13.401,1,
43.32,13.405,1,
48.376,13.476,1,
52.048,13.491,1,
49.63,13.551,1,
42.057,13.587,1,
37.303,13.597,1,
42.846,13.621,1,
50.17,13.638,1,
53.928,13.642,1,
54.511,13.643,1,
49.367,13.7,1,
56.092,13.718,1,
50.102,13.729,1,
55.433,13.836,1,
60.292,13.87,1,
46.613,13.872,1,
56.563,13.932,1,
53.47,13.977,1,
51.451,13.983,1,
41.198,14.023,1,
52.79,14.043,1,
57.745,14.06,1,
53.14,14.104,1,
45.297,14.138,1,
51.181,14.167,1,
52.227,14.175,1,
37.795,14.215,1,
59.532,14.273,1,
51.717,14.29,1,
51.988,14.302,1,
42.071,14.462,1,
48.143,14.466,1,
58.781,14.537,1,
50.287,14.539,1,
57.033,14.572,1,
49.149,14.63,1,
49.724,14.648,1,
49.41,14.68,1,
36.933,14.68,1,
41.742,14.686,1,
56.014,14.691,1,
51.904,14.759,1,
49.914,14.786,1,
51.193,14.849,1,
60.722,14.877,1,
41.04,14.899,1,
36.764,14.914,1,
48.761,14.988,1,
42.005,14.988,1,
41.95,14.989,1,
58.029,14.992,1,
55.162,15,1,
40.532,15.015,1,
53.859,15.02,1,
50.772,15.06,1,
57.426,15.086,1,
53.442,15.12,1,
56.514,15.153,1,
45.816,15.183,1,
50.554,15.219,1,
50.036,15.22,1,
49.408,15.226,1,
51.137,15.27,1,
46.224,15.298,1,
47.477,15.379,1,
44.541,15.388,1,
44.014,15.481,1,
47.067,15.493,1,
46.845,15.538,1,
41.479,15.556,1,
45.59,15.598,1,
41.213,15.641,1,
53.512,15.641,1,
48.22,15.643,1,
59.829,15.69,1,
54.044,15.753,1,
50.04,15.783,1,
50.017,15.899,1,
49.261,15.926,1,
57.066,15.997,1,
61.345,16.065,1,
51.648,16.131,1,
46.671,16.133,1,
54.177,16.138,1,
48.948,16.159,1,
65.958,16.206,1,
59.088,16.212,1,
47.362,16.24,1,
53.756,16.304,1,
41.246,16.31,1,
45.826,16.316,1,
48.39,16.379,1,
47.734,16.412,1,
46.389,16.416,1,
40.825,16.446,1,
49.764,16.451,1,
56.266,16.479,1,
49.206,16.593,1,
56.698,16.693,1,
57.906,16.699,1,
